SNP	Chromosome	GeneticDistance	Position	Pvalue	Qvalue	N	NullLogLike	AltLogLike	SNPWeight	SNPWeightSE	OddsRatio	WaldStat	heritability	NullGeneticVar	NullResidualVar	NullBias
COG2869	26	0.000000	1184	1.5817985128825228E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8470559871213513E+03	-9.4108916877817278E-02	3.8949576967504750E-02	8.1903197931787308E-01	5.8378920462634909E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2870	26	0.000000	1185	1.5817985128825228E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8470559871213513E+03	-9.4108916877817278E-02	3.8949576967504750E-02	8.1903197931787308E-01	5.8378920462634909E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2171	26	0.000000	486	2.0629351918755236E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8468325729595706E+03	1.4221276753148726E-01	6.1365869935197631E-02	1.1941311274761464E+00	5.3706071499525603E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2360	26	0.000000	675	2.0737774599605643E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8465426958070602E+03	-1.9046255743096382E-01	8.2256349078617660E-02	7.6345943068760624E-01	5.3614265895485049E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2570	26	0.000000	885	2.0939378293715078E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8473661596822294E+03	-8.7667130091349979E-02	3.7921347149439864E-02	8.6109462370839063E-01	5.3444874884788005E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2873	26	0.000000	1188	2.5956336481342279E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8477365383476056E+03	-7.0080258620060079E-02	3.1435284944231819E-02	8.6109454528862084E-01	4.9700022919119746E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2155	26	0.000000	470	2.7583927352768909E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8471175219645068E+03	1.3073407188011246E-01	5.9274519976197919E-02	1.1755827926317470E+00	4.8645367072160575E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2018	26	0.000000	333	2.8138832196595524E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8472533894977319E+03	1.1935639517767781E-01	5.4308731492037125E-02	1.1368567876026392E+00	4.8300549264599910E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2895	26	0.000000	1210	2.8733929529022498E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8479121725049936E+03	-6.0781370154251252E-02	2.7760550496822335E-02	8.7623697826480151E-01	4.7938542268059159E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1853	26	0.000000	168	2.9639255015086911E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8467069154198371E+03	-2.0734078822871832E-01	9.5232224076063812E-02	8.1270571963334715E-01	4.7402542503810121E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2366	26	0.000000	681	2.9927132621545879E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8469215473576419E+03	-1.6857912259654251E-01	7.7565522374559770E-02	7.8669859195512604E-01	4.7235675995225037E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2436	26	0.000000	751	3.0041517947099878E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8472474040177749E+03	-1.2172314864581213E-01	5.6045530875345667E-02	8.2725750275818144E-01	4.7169837617649311E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2365	26	0.000000	680	3.1988576178432010E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8469678214140336E+03	-1.6795301332703430E-01	7.8234028991199606E-02	7.8739988047013465E-01	4.6087612101974953E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2430	26	0.000000	745	3.3463844207830128E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8477215194894011E+03	-8.1452395908504921E-02	3.8264398987110176E-02	8.8321520150500477E-01	4.5312490661920268E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1781	26	0.000000	96	3.4172921184588673E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8474638732554424E+03	-1.5880680589805482E-01	7.4901739731983788E-02	8.4957976670779889E-01	4.4952558139820864E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2098	26	0.000000	413	3.5374681608971378E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8478116849973119E+03	8.2213278873289622E-02	3.9034270948255727E-02	1.1022131662731953E+00	4.4360026191690318E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2038	26	0.000000	353	3.6657288885197023E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8477584425932944E+03	8.4451341175424924E-02	4.0375254140963671E-02	1.0978408517949687E+00	4.3750453994583705E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2563	26	0.000000	878	3.9653496010870586E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8478978083159477E+03	7.6466964189717754E-02	3.7131479644591410E-02	1.1388143884315327E+00	4.2409503287187924E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2741	26	0.000000	1056	3.9716986992470719E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8480793885262126E+03	6.3791932371927637E-02	3.0986587031973004E-02	1.1308892273775184E+00	4.2382251803777367E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2370	26	0.000000	685	4.3122788124529375E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8472794409773257E+03	-1.5039512173039771E-01	7.4289477502778783E-02	8.0657217690871652E-01	4.0983863026517628E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2050	26	0.000000	365	4.3974363521697798E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8479112269848806E+03	8.1358075948696956E-02	4.0351320188342470E-02	1.0944821351722396E+00	4.0652367422730293E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1703	26	0.000000	18	4.4973487112346382E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8474828808015068E+03	1.2714606798159941E-01	6.3358019133967422E-02	1.2177403279452610E+00	4.0271952566973317E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2093	26	0.000000	408	4.7025707638833091E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8472183870015415E+03	1.6826942493566327E-01	8.4646491473945304E-02	1.2190719869858693E+00	3.9517776228933306E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1804	26	0.000000	119	4.7395620272654392E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8470689785772556E+03	2.3162510139344303E-01	1.1671246420505149E-01	1.2653879673654294E+00	3.9385536675989030E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1805	26	0.000000	120	4.7395620272654392E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8470689785772556E+03	2.3162510139344303E-01	1.1671246420505149E-01	1.2653879673654294E+00	3.9385536675989030E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1889	26	0.000000	204	4.7395620272654392E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8470689785772556E+03	2.3162510139344303E-01	1.1671246420505149E-01	1.2653879673654294E+00	3.9385536675989030E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1890	26	0.000000	205	4.7395620272654392E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8470689785772556E+03	2.3162510139344303E-01	1.1671246420505149E-01	1.2653879673654294E+00	3.9385536675989030E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1891	26	0.000000	206	4.7395620272654392E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8470689785772556E+03	2.3162510139344303E-01	1.1671246420505149E-01	1.2653879673654294E+00	3.9385536675989030E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1892	26	0.000000	207	4.7395620272654392E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8470689785772556E+03	2.3162510139344303E-01	1.1671246420505149E-01	1.2653879673654294E+00	3.9385536675989030E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1893	26	0.000000	208	4.7395620272654392E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8470689785772556E+03	2.3162510139344303E-01	1.1671246420505149E-01	1.2653879673654294E+00	3.9385536675989030E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1894	26	0.000000	209	4.7395620272654392E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8470689785772556E+03	2.3162510139344303E-01	1.1671246420505149E-01	1.2653879673654294E+00	3.9385536675989030E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2357	26	0.000000	672	4.7611966132233674E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8474247176101128E+03	-1.3814521551941805E-01	6.9677331469210485E-02	8.2221043490189338E-01	3.9308699660385407E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2917	26	0.000000	1232	5.1918718556729589E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8482815567525079E+03	6.1694555481376451E-02	3.1710652700633959E-02	1.1485916406810304E+00	3.7851519330218615E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2830	26	0.000000	1145	5.5962775777815499E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8481452063913002E+03	7.4023870046370149E-02	3.8695355535127311E-02	1.1638628100037678E+00	3.6595348791048021E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1836	26	0.000000	151	5.6646127404164880E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8474615008794196E+03	1.5150423239449806E-01	7.9417833967554127E-02	1.1647944121366753E+00	3.6392631066358585E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2274	26	0.000000	589	5.7584546585761696E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8477592791300017E+03	-1.1098201335485408E-01	5.8396671768348875E-02	8.6387658185990102E-01	3.6118441861194679E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2898	26	0.000000	1213	5.9070016607942061E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8482397559150909E+03	-7.8692519592444207E-02	4.1652008238499877E-02	8.4186518400725197E-01	3.5693982836432374E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2900	26	0.000000	1215	5.9070016607942061E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8482397559150909E+03	-7.8692519592444207E-02	4.1652008238499877E-02	8.4186518400725197E-01	3.5693982836432374E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2901	26	0.000000	1216	5.9070016607942061E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8482397559150909E+03	-7.8692519592444207E-02	4.1652008238499877E-02	8.4186518400725197E-01	3.5693982836432374E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2902	26	0.000000	1217	5.9070016607942061E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8482397559150909E+03	-7.8692519592444207E-02	4.1652008238499877E-02	8.4186518400725197E-01	3.5693982836432374E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2903	26	0.000000	1218	5.9070016607942061E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8482397559150909E+03	-7.8692519592444207E-02	4.1652008238499877E-02	8.4186518400725197E-01	3.5693982836432374E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2904	26	0.000000	1219	5.9070016607942061E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8482397559150909E+03	-7.8692519592444207E-02	4.1652008238499877E-02	8.4186518400725197E-01	3.5693982836432374E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1895	26	0.000000	210	6.4897363953097476E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8473468642365754E+03	2.0973294034291520E-01	1.1352328961162894E-01	1.2376205420424939E+00	3.4132127259610212E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2203	26	0.000000	518	6.5950885705379034E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8482680609196702E+03	7.2196294854156087E-02	3.9231445604730200E-02	1.0962647484737695E+00	3.3865788923013667E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1718	26	0.000000	33	6.6256088071671951E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8472248216531755E+03	-2.0537226431382477E-01	1.1172517267401130E-01	7.7228933744721917E-01	3.3789480422822016E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2598	26	0.000000	913	6.9002464636210195E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8483328302444399E+03	-7.0662893849917127E-02	3.8828534959535019E-02	8.8327373149119082E-01	3.3119275605400222E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2648	26	0.000000	963	7.0426349945209576E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8484540526224375E+03	6.2475635869332385E-02	3.4505364431640879E-02	1.1226127217342503E+00	3.2782957660857055E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2092	26	0.000000	407	7.1114377824347985E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8475750999790928E+03	1.5069728829129744E-01	8.3434017344440170E-02	1.1941130069234278E+00	3.2623050194421226E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1744	26	0.000000	59	7.3215352680501208E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8478056772982227E+03	-1.2414885809329435E-01	6.9244790797654332E-02	8.6346904266364288E-01	3.2144838164085114E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2065	26	0.000000	380	7.3995805045706659E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8479697763148715E+03	1.0501175521274134E-01	5.8730029751277980E-02	1.1262854251339198E+00	3.1970939110024479E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1704	26	0.000000	19	7.4553211463872671E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8480918537818741E+03	-9.7523438849717523E-02	5.4647251769789656E-02	8.6183701264386103E-01	3.1847941125638504E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1815	26	0.000000	130	7.5188644383785710E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8474374289805348E+03	1.8064856116949149E-01	1.0144805856471685E-01	1.2009286569182664E+00	3.1708926052623871E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2222	26	0.000000	537	7.7370255429473678E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8483893355978314E+03	7.1099640716640863E-02	4.0225763319131400E-02	1.0954913554258656E+00	3.1241093335443160E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2223	26	0.000000	538	7.7370255429473678E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8483893355978314E+03	7.1099640716640863E-02	4.0225763319131400E-02	1.0954913554258656E+00	3.1241093335443160E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2822	26	0.000000	1137	7.8086191092734125E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8487020450935845E+03	-5.1449914619705765E-02	2.9178954303025938E-02	9.0041806148058523E-01	3.1090654817784960E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2335	26	0.000000	650	7.8931664218691217E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8485838581576845E+03	6.0134813148665756E-02	3.4201255354756883E-02	1.0858257706316694E+00	3.0914899395176967E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1974	26	0.000000	289	8.0190264455666765E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8482343043125732E+03	-8.4232719883313309E-02	4.8107863866429665E-02	9.1687578320040586E-01	3.0656989276527922E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2369	26	0.000000	684	8.0644619479922172E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8484239707183331E+03	7.1110009195447535E-02	4.0674184540097934E-02	1.1069832801249972E+00	3.0564954962224697E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2077	26	0.000000	392	8.2101764648554454E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8480677473180476E+03	1.0076273582882191E-01	5.7911982130398998E-02	1.1212271744845161E+00	3.0273528452827478E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1722	26	0.000000	37	8.2282997391602816E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8474435418613255E+03	-1.8638165275318541E-01	1.0718375630660801E-01	7.9122989129314003E-01	3.0237673342137130E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1737	26	0.000000	52	8.2984010080903156E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8479002219196327E+03	-1.2116906141073051E-01	6.9840936527132108E-02	8.6637788329347598E-01	3.0099783986849262E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2931	26	0.000000	1246	8.3008555538568479E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8486298363696994E+03	5.8013953715819980E-02	3.3441476478116669E-02	1.1411875358418448E+00	3.0094978730081117E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2930	26	0.000000	1245	8.3008555538568507E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8486298363696994E+03	5.8013953715820007E-02	3.3441476478116662E-02	1.1411875358418448E+00	3.0094978730081157E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2075	26	0.000000	390	8.4963086441947278E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8480872492050562E+03	1.0060862805667546E-01	5.8362154650964122E-02	1.1209143464617577E+00	2.9717195370474023E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1740	26	0.000000	55	8.5250863944841715E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8479240553076675E+03	-1.2014734791673994E-01	6.9760773128407200E-02	8.6742636255381811E-01	2.9662367244227243E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2565	26	0.000000	880	8.6101087946064081E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8486501666712663E+03	5.7309085152276160E-02	3.3365766440796238E-02	1.1027016972169481E+00	2.9501543635237080E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2387	26	0.000000	702	8.6217121046247458E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8484819270253213E+03	6.8981330701144358E-02	4.0176289520784420E-02	1.1055894187238327E+00	2.9479728936975937E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2834	26	0.000000	1149	8.6264090440130836E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8485000986681332E+03	6.6474268802045919E-02	3.8721913811402678E-02	1.1468537311317990E+00	2.9470907540465312E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2067	26	0.000000	382	8.8925594081958104E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8481145122372918E+03	1.0027563291130294E-01	5.8904828917859739E-02	1.1203754435731972E+00	2.8979375726670771E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2068	26	0.000000	383	8.8925594081958104E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8481145122372918E+03	1.0027563291130294E-01	5.8904828917859739E-02	1.1203754435731972E+00	2.8979375726670771E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2069	26	0.000000	384	8.8925594081958104E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8481145122372918E+03	1.0027563291130294E-01	5.8904828917859739E-02	1.1203754435731972E+00	2.8979375726670771E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2070	26	0.000000	385	8.8925594081958104E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8481145122372918E+03	1.0027563291130294E-01	5.8904828917859739E-02	1.1203754435731972E+00	2.8979375726670771E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2071	26	0.000000	386	8.8925594081958104E-02	9.5259380030003615E-01	1338	-1.8476403647968627E+03	-1.8481145122372918E+03	1.0027563291130294E-01	5.8904828917859739E-02	1.1203754435731972E+00	2.8979375726670771E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
